2014-01-01 00:00:00	0.1809     0.0291     0.0027
2014-02-01 00:00:00	0.2048     0.0296     0.0030
2014-03-01 00:00:00	0.1871     0.0287     0.0028
2014-04-01 00:00:00	0.1266     0.0240     0.0028
2014-05-01 00:00:00	0.0929     0.0212     0.0028
